"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"AED","ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,2792","-1,6831","3,1127","1,2784","4,2415","305,8861","803,6944"
"RTH","RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,2499","-4,6167","-0,8414","-1,3852","-3,0406","-","-"
"AFO","AK PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2456","21,1145","34,7489","37,0653","68,3265","301,9785","882,8213"
"FYD","QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,2354","-8,3382","-3,8395","-7,2599","-9,4118","385,6068","1.431,9895"
"GZE","GARANTİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","1,2168","5,9813","18,6245","16,6901","22,1123","91,4821","-"
"YKT","YAPI KREDİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2100","20,4235","32,7978","35,1618","73,4475","332,8922","950,0461"
"FPH","FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,1970","-5,9093","-3,7036","-6,4677","-7,3703","354,0708","1.076,7614"
"GTA","GARANTİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,1913","20,6101","31,2454","35,8662","62,7963","292,1803","865,0716"
"OPB","OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,1866","4,6698","9,0406","5,4314","19,6322","230,2233","644,6450"
"MMH","AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,1840","-5,8866","-2,7518","-4,3128","-8,2013","331,3159","-"
"IAE","İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,1205","5,0594","14,7208","11,1018","17,0954","-","-"
"TYH","TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,0974","-9,1294","-7,5652","-10,9681","-9,7986","460,5223","1.382,2957"
"DUH","HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,0936","-","-","-","-","-","-"
"SUB","ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,0915","-0,8205","0,7344","-3,4955","0,6768","327,1269","655,3762"
"RBN","RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,0823","-6,1555","-4,2674","-1,9627","10,3643","-","-"
"GGK","INVEO PORTFÖY ALTIN FON","Kıymetli Madenler Şemsiye Fonu","1,0578","20,5438","33,2127","33,8836","72,4558","356,9251","-"
"BID","QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,0524","1,1157","-1,7979","-5,6134","-2,4651","-","-"
"IDD","LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON","Serbest Şemsiye Fonu","1,0478","2,6397","0,6964","-0,6633","4,1137","140,8390","281,3109"
"SHE","TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,0216","0,0791","7,0543","1,6875","23,8922","-","-"
"TKF","TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,0181","-1,9564","-5,3066","-7,7549","0,2355","257,0361","1.029,7213"
"OPL","OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9901","13,9732","21,0459","18,4836","38,3279","256,0396","-"
"NZH","NEO PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9658","-3,2323","4,8447","0,7173","-3,2089","69,3356","-"
"RBR","RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","0,9627","10,6741","20,1550","17,4012","26,9757","-","-"
"KYA","KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,9365","-6,6364","-7,2718","-9,2619","-15,9383","414,4743","1.269,9305"
"YHI","YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,9195","3,3331","-","-","-","-","-"
"FBC","FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU","Katılım Şemsiye Fonu","0,9088","2,4316","6,3979","1,6124","16,4561","-","-"
"TBE","TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,8695","-3,3839","-0,2896","0,4253","18,7003","-","-"
"FYI","AZİMUT PORTFÖY 4.0 SERBEST FON","Serbest Şemsiye Fonu","0,8695","-8,3579","-15,2770","-11,6359","17,4125","170,3665","301,2167"
"FIB","FİBA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","0,8429","20,7872","36,1065","36,1890","72,2777","309,6491","911,8386"
"DPT","DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )","Hisse Senedi Şemsiye Fonu","0,8286","-12,4744","-11,7916","-14,9354","-19,3267","247,2653","927,1381"
"APJ","AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,8199","-7,7929","-4,6559","-8,0300","-8,0604","126,0661","233,2485"
"YHK","YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,8196","2,4102","0,9694","-2,3231","-3,9787","-","-"
"TUA","TEB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","0,8112","21,3949","34,5715","35,1538","70,6644","317,6686","922,9728"
"GAE","GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,8111","-5,5869","-4,4705","-5,4045","-9,7829","262,4429","717,6064"
"OIL","OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,7968","-7,6814","-4,1593","-7,5036","-7,3369","-","-"
"FD1","FONERİA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7477","5,7925","12,3387","7,6527","-","-","-"
"TIE","İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,7102","-6,5285","-4,3872","-5,9595","-9,9404","260,4275","720,2753"
"ASJ","AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,7009","-9,7110","-5,0031","-8,6026","-8,6113","-","-"
"KIB","TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,6784","1,9530","2,0632","3,6457","10,8024","-","-"
"DDF","DENİZ PORTFÖY DİNAMO SERBEST FON","Serbest Şemsiye Fonu","0,6729","41,1717","32,9176","46,7927","100,2914","367,2708","515,9989"
"AKU","AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,6249","-6,1699","-4,2556","-5,7091","-9,7376","256,1330","719,4335"
"GHS","GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,6122","-4,9509","-3,0341","-5,5508","-5,7640","421,3435","1.434,0873"
"PTO","PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,6068","-7,3799","-","-","-","-","-"
"GBZ","AZİMUT PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,6028","7,0085","16,0781","14,9552","20,5720","-","-"
"IZB","İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","0,5896","17,8821","15,2723","12,9985","38,7696","470,3068","-"
"IVF","İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5793","1,0650","4,5917","2,5894","2,2636","347,2938","-"
"ONE","AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,5761","-8,3853","-9,6735","-11,5346","-22,3842","-","-"
"YGM","YAPI KREDİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","0,5518","5,6008","13,1794","11,9645","20,9788","105,5185","-"
"GL1","AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5482","-7,8690","-7,8193","-12,6229","-9,9912","442,4668","1.160,0967"
"HBU","HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5470","-6,5605","-4,6166","-6,1482","-10,2790","267,3372","782,3860"
"HVS","HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5461","-8,2198","1,0471","-3,8812","-6,3488","433,6202","1.626,6819"
"OHK","OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5250","-1,1077","-5,8926","-5,4584","-16,9351","-","-"
"LID","ALLBATROSS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,4790","21,4935","28,9574","24,2704","53,2332","-","-"
"YUB","YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,4751","-7,7772","-0,0176","-3,7165","-5,2001","-","-"
"GJB","INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,4722","-1,7233","4,3877","1,4474","15,3174","293,5942","-"
"TRO","TRIVE PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","0,4309","12,2483","24,8124","24,7267","-","-","-"
"AK3","AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,3820","-4,3865","-0,5744","-3,1994","-1,2118","478,7184","1.279,0148"
"ICF","ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,3517","-2,6011","-3,0632","-5,3935","-4,6236","490,1416","1.285,1132"
"YLY","YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,3442","-0,3143","-7,4435","-9,3225","-17,0042","-","-"
"TCA","ZİRAAT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","0,3330","22,6166","36,6984","38,2736","79,7162","334,4357","983,0230"
"BIG","YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,3078","-4,8864","-","-5,3387","-","-","-"
"ZHH","ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,3077","-5,6989","-4,9632","-6,5565","-","-","-"
"OVD","QNB PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,2951","5,6059","16,2829","13,9776","20,9857","97,9285","-"
"GZM","GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON","Serbest Şemsiye Fonu","0,2858","-9,2514","-11,2201","-11,5114","-13,7419","196,5635","-"
"GBH","GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,2167","-3,8669","-1,6428","-4,4521","-7,9043","-","-"
"PP1","PARDUS PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","0,1802","6,4978","-","-","-","-","-"
"RPI","ROTA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,1712","-6,6395","-2,8008","-6,2922","-","-","-"
"ALC","AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,1583","-0,6502","2,5938","-0,7304","4,4648","297,9190","1.037,7854"
"THD","TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,1449","-11,0722","-9,4454","-12,3680","-7,1073","-","-"
"IML","İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,1241","-0,0492","0,7824","-1,2181","-","-","-"
"KMF","AZİMUT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","0,0782","18,7754","35,2799","33,6789","64,7272","-","-"
"YLE","YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0400","-6,2732","-4,6828","-7,1121","-9,0357","360,5634","-"
"BFT","AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0237","-16,7725","-","-19,6777","-","-","-"
"KHJ","ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0130","2,7762","2,8604","0,2123","-","-","-"
"KHA","PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0018","-1,0085","-0,2255","-3,1260","3,4358","-","-"
"RBH","ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,0599","0,3951","2,4193","-2,0734","5,5623","344,0560","1.198,1533"
"ACK","İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1158","-7,5875","-7,6040","-11,4849","-4,6529","254,9282","637,5981"
"YEF","YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1203","-6,7946","-4,1826","-5,9182","-8,9852","296,6235","780,6583"
"DLD","DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1231","-7,1191","-6,5238","-8,0236","-11,9933","279,2958","-"
"GIE","GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1345","-7,5808","-3,5780","-5,8656","-7,9491","-","-"
"KPC","KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1359","-2,3274","-1,5564","-5,7118","2,7997","417,8230","-"
"ENJ","AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2058","-0,1837","-5,0590","-9,4748","-","-","-"
"GZR","GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2152","-6,4221","-4,8982","-7,2824","-8,7875","329,8601","-"
"MKA","MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2236","-0,9609","-","-","-","-","-"
"IMB","İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2445","-","-","-","-","-","-"
"IFN","ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2598","-6,6226","-6,9816","-9,0191","-10,9837","466,6484","-"
"KIA","TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,2859","-6,3467","-2,4996","-4,9243","12,9110","-","-"
"RPM","ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,3124","-3,6550","0,2907","-0,7429","10,4798","-","-"
"KLH","ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,3738","14,8528","66,5874","29,4076","-","-","-"
"AHI","ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN)","Hisse Senedi Şemsiye Fonu","-0,3811","-1,5511","1,1211","-0,9510","-1,9694","416,3732","1.505,7285"
"HKR","HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,3849","-9,9090","-1,8154","-5,9739","-14,5811","-","-"
"PHI","PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4038","-0,6484","-","-2,3082","-","-","-"
"TI3","İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4220","-14,4868","-13,2609","-17,0952","-20,6457","314,8878","1.139,4097"
"ZLH","ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4252","-6,7747","-7,8855","-11,5952","-10,9683","382,4535","-"
"TLZ","ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4265","-2,5777","-5,2825","-5,5666","-15,9852","322,8239","910,5382"
"IKL","İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON","Karma Şemsiye Fonu","-0,4733","-0,0040","6,9254","8,5875","18,6002","187,5562","-"
"GKF","GLOBAL MD PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","-0,5436","-4,4516","-4,5240","-7,5490","10,7917","202,1055","204,7503"
"SOS","HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,5994","1,2460","0,2465","2,0157","-","-","-"
"MPS","AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,6609","-4,7951","-5,3106","-7,5711","-7,8524","300,4754","831,0748"
"GO9","FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,6969","-5,8802","1,6863","-4,7390","2,3503","-","-"
"DZE","DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,7434","-6,4722","-6,2676","-8,1939","-12,0945","278,7451","830,6029"
"GTM","GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,7775","-4,5591","-3,7045","-6,2307","-7,0968","-","-"
"NHY","NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,7902","-15,9830","-22,6424","-23,5142","-32,6586","-","-"
"GKV","GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,8420","-2,6205","-2,9519","-4,6390","-2,5777","-","-"
"RHI","RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,8494","-","-","-","-","-","-"
"YSO","YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON","Serbest Şemsiye Fonu","-1,0362","-3,4959","-","-","-","-","-"
"DAH","DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,0988","-9,3614","-8,1017","-11,4183","-10,1624","357,9885","1.076,6248"
"KOT","AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,1534","-","-","-","-","-","-"
"MAD","MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,1596","8,4320","19,1342","14,2694","20,8556","405,6561","618,3646"
"AAV","ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,1988","-9,0742","-7,2764","-10,4607","-12,6090","435,5418","1.316,3775"
"LLA","ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-1,2507","46,1849","46,5020","48,8929","20,1644","-","-"
"DOH","TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-1,2804","-","-","-","-","-","-"
"NPH","NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,2947","8,7178","6,3709","2,4494","-","-","-"
"DTL","DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,3672","-3,9599","-2,1176","-10,1669","-2,1730","-","-"
"TLH","AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,3741","-7,9969","-7,3703","-11,5332","-15,9389","386,9578","892,1354"
"BTZ","ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,5034","-2,7965","0,0537","-4,6825","-","-","-"
"YAS","YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,5190","-4,5202","-14,2830","-13,3350","-25,4461","242,3334","937,4036"
"NRC","NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,5401","-14,5690","-19,3164","-20,1443","-26,7909","367,2069","-"
"GKG","GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,6358","-","-","-","-","-","-"
"KPU","KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,6506","-4,0564","-3,4598","-8,1349","-1,9911","-","-"
"GIH","ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,6518","-4,7866","-6,6585","-11,5431","-23,8014","-","-"
"BUY","AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,7668","-1,5630","-1,3750","-3,0262","-10,3058","-","-"
"GZG","GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,7934","-1,1111","2,2837","4,0912","10,3245","159,9869","-"
"IDI","AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,9151","3,6176","-","-","-","-","-"
"RKH","RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-1,9542","-10,3279","-17,5774","-18,4995","-","-","-"
"SSK","DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,9726","0,3710","-","5,8968","-","-","-"
"OMG","AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,0007","0,8491","-","-","-","-","-"
"GMR","INVEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,0304","-8,2315","-14,0419","-16,9914","-21,5180","361,4336","1.208,2538"
